,T01,T02,T03,T04,T05,T06,T07,T08,T09,T10,T11,T12,T13,T14,T15,E01,E02,E03,E04,E05,E06,E07,E08,E09,E10,E11,E12,E13,E14,E15,S01,S02,S03,S04,S05,S06,S07,S08,S09,S10,S11,S12,S13,S14,S15,V01,V02,V03,V04,V05,V06,V07,V08,V09,V10,V11,V12,V13,V14,V15
E06,0.12419784117090552,0.032807718768655965,-0.0914376667449974,0.10735658747880449,-0.11055930673106723,0.21999466459662378,0.12695916478573874,0.17678383729417715,0.14991447593969237,-0.04114209332786034,0.13554303215493843,-0.1933397053589474,0.12365782903432788,0.1207998745181425,0.001644571910137682,0.23072739292406205,-0.010673143029023375,-0.0704916019705695,0.06838091567272557,0.4307626555182332,1.0,0.20564256452525773,0.18992939331022154,0.16228545566470245,0.163200658231058,-0.015202247317761044,0.09473670444205283,0.1806831944357067,0.1766118246340747,0.11985565462547744,0.08961504289256449,0.007300259333192776,-0.09517641299636696,0.13866770884041474,-0.03843167087583357,0.06900928050705123,0.2021375387258029,0.07790722561289005,0.10826959374740112,0.3939849266435431,0.050853490492661996,0.06431807287161742,0.11548760414945387,0.14228303603885073,0.016648725453907328,0.027446411823830466,0.06254450001223766,0.03565233345943842,0.002956690359159869,-0.07031689104799457,-0.09346100987775831,0.09926367217833719,0.1184326792026251,0.11558967985968409,0.06230325963174654,0.18414738602071326,0.10316814312399211,0.09909361753170302,0.046672037239025986,0.1321306881171323
E07,-0.04762276045892006,0.12217874453043183,0.15070403482088224,0.2364042083757752,0.09874744089065007,0.14252754439232682,0.05829731926641319,-0.03196658592715538,0.11750033174498989,0.1779302040982862,0.1386781439341775,0.13278029947777686,0.18613666259444223,0.0884017944865283,0.13266577968129242,0.21642011903561373,-0.2316875747827354,-0.2973771106922319,0.2216460612902501,0.28916460186118687,0.20564256452525773,1.0,0.1125564787810468,0.31654689870193387,0.525911944424929,0.32142417773497395,0.46409231580125415,0.10968264982919419,0.3875985262585227,0.3682920928338234,0.28744379001698117,0.27312428391388377,0.2499627230704286,0.1701733867672291,0.13310906313222912,0.4021406867919183,0.16429614790634572,0.11334455090295788,0.37943017482159236,0.2365283334584807,0.3941230070451639,0.16407191022143247,0.2644388611000096,0.3432135132768936,0.2540326874917885,0.15394905997875022,0.1307882232529029,0.11752053098833902,0.06199540394802802,0.15089347851113125,0.1942192725395756,0.48760510419883396,0.4473447977192373,0.31114726934624204,0.28486963413058297,0.2914950617771468,0.3369223764824932,0.26682952498446694,0.34496523190249523,0.29072503927270515
E08,0.23192312914818153,0.07373784736903197,0.08587319845582471,0.008776070663041955,-0.06879329250327527,0.13159045750405024,0.0924050331307515,-0.20646258145328006,-0.09855572395461239,-0.037959850595063425,0.13007046646853906,-0.04489370624001506,-0.06775158482484697,0.0029710040298855634,0.1552469248589539,0.018515017677164274,0.042740491220335984,-0.00930221869296486,0.05157688269486807,0.16036324614229844,0.18992939331022154,0.1125564787810468,1.0,-0.015542326593326163,0.08196913907283054,0.3056485028570521,0.2428770324724389,0.09164865833151263,0.1605521905195168,0.2949317777969541,0.1993312397345661,0.08878402108904393,-0.06281297284614892,-0.006707058223611507,0.0025474094497940454,0.1771383271317059,0.16919128983847112,0.16654988299868767,0.12640596779862837,0.08245036804760901,0.08119486538193293,-0.049695613663997315,-0.011475596760984919,0.2911044190620894,0.23131419295433941,0.1248766229228448,0.3229155186869585,0.27332300504735746,0.20638407704059686,0.038004746623384884,0.10831112039440861,0.10583631512260532,0.156397124661767,0.34296055365412437,0.1993623838316279,0.02621716762582788,0.19848494927765292,0.09415291114045507,0.09094672203815443,0.15828495846579052
E09,-0.04913851389621813,0.03530895989096599,-0.01691872980496519,0.19958559169915147,-0.15939087703976393,-0.04087726822209766,-0.045913380241975395,-0.04530165736256537,-0.09220466791648253,0.27615815730866394,-0.09947079783541933,-0.055954298726847554,0.20405752250492773,0.0312381881104092,-0.17933490993433468,0.327605076299488,-0.2257123403966634,0.035333440641174024,-0.05689499427764355,0.24069210611374303,0.16228545566470245,0.31654689870193387,-0.015542326593326163,1.0,0.3098269440658306,0.19159334547664372,0.2017864178220073,0.22152007267580118,-0.005420788123515936,0.05696892030890431,0.21853335952369574,0.3250964999375382,0.2475309906638363,0.16302736973485474,0.11381335242245336,0.041178711467155515,0.07210915112834582,0.21848950815825188,0.15693645880559529,0.10477474843819028,0.14044528357664726,0.24203940980049843,0.10605261394645095,0.177769644984484,0.19110049450505476,-0.027397109475496915,-0.15564896026881633,0.04749552983682312,-0.04016584289223562,0.07795753710241568,-0.07700747804310916,0.27142049135189206,0.22368585957892162,0.07867836477133726,0.1527358628939276,0.07995011380842916,0.2777293932527106,0.11352833810342665,0.21674090348789019,0.1635118701098896
E10,-0.12492183695030704,0.041396651120162685,0.07985354733978983,0.24909409838476032,0.2023914966025424,0.3034282230594168,-0.004201328180705573,-0.09272974522998259,-0.0009881805966736146,0.12506400284311048,-0.04364839831105631,0.18700278709658205,0.24476359548480758,0.0989661528890304,0.11140186082908574,0.38093425705244927,-0.2956393543093913,-0.4045575292667455,0.20295420134692405,0.33457002846974887,0.163200658231058,0.525911944424929,0.08196913907283054,0.3098269440658306,1.0,0.3724376827664298,0.3863954012567695,0.13756685322911064,0.31156352345637156,0.4182686580167919,0.12837204169467575,0.15495022099872288,0.09625246926224267,0.1054134960876256,0.2869677637312832,0.3963513436153727,0.27654019776804495,0.012529624808513431,0.31882777137358187,0.17936785335494201,0.3740778535923339,0.27097994378436,0.3286456906046157,0.3530210910654179,0.25938803588081344,0.24589027245408993,0.17290849176781067,0.15908169899459804,0.10646714573530604,0.13158186361979476,0.2024268201224232,0.37276260979711634,0.18934040190329968,0.3097520411679581,0.10365625770308019,0.199686764878767,0.18604230865788643,0.22710140331702006,0.3426060606060606,0.34893684652491386
E11,-0.014818008640866277,0.08183038243086121,0.3147776266862019,0.029460018132160377,0.13714712428974246,0.20562556775930335,0.14147752428264945,-0.08397124764227476,-0.059983400351974685,0.2748418995500572,0.24053138688849088,0.23393441853741473,0.25715996380369704,0.002046647616345205,0.08477688452329522,0.14385579051324437,-0.23016462074804409,-0.3460686989963359,-0.11587826056369088,0.21805581272837085,-0.015202247317761044,0.32142417773497395,0.3056485028570521,0.19159334547664372,0.3724376827664298,1.0,0.35330413210052203,0.0640303847652976,0.31790277582825155,0.4046992319337703,0.254922203790965,0.25528833207596213,0.20020183106695927,0.06781907847997458,0.26272234638183534,0.3825341549961386,0.36983344183212213,0.29298837194852745,0.37334769220776204,0.2683809035858126,0.4509917996132394,0.21326748070912774,0.23881150497877288,0.27169735036205483,0.18486249114326592,0.213643022635682,0.33191501096838116,0.2583435291626531,0.3044264558894022,0.2926922285667785,0.30655211942953126,0.41221894824382543,0.3271267878791411,0.4257169291997031,0.33714003357758976,0.16448972591172778,0.2597380739692086,0.23612472225890463,0.31095379150278785,0.3292587882187317
E12,0.199475253020511,0.48239020589492604,0.060605592279980594,0.28701266596551045,0.14783386932225262,0.3835436230997992,0.056629432856522104,0.15343413119942861,0.00775831635483656,0.12095496694309822,0.20072726846092787,0.09208950944730532,0.10928058832814398,-0.028768261112124723,0.12551040708559474,0.21778772252686193,-0.05546609750941191,-0.3048636675891936,0.14647283810544726,0.09323290940087611,0.09473670444205283,0.46409231580125415,0.2428770324724389,0.2017864178220073,0.3863954012567695,0.35330413210052203,1.0,0.1314913531136803,0.4120788570547255,0.30731905977477825,0.230312317792905,0.2003686820264211,0.2755768090757284,0.21801401663197514,0.080822738156521,0.19459663016982343,0.30169911257542975,0.1247816063589367,0.24334111391993166,0.23630003799915683,0.2193161860106466,0.2786994782651824,0.32392753573198757,0.302011472673959,0.2213930037784446,0.12340320213832412,0.2072239772964179,0.34692611528240114,0.1314549371027634,0.20056801084312142,0.1670403152740594,0.2738954029226464,0.2288920595605447,0.11390363890286676,0.21582320507701755,0.27719558397315275,0.2083568067478473,0.02101351828506625,0.280959165916203,0.35453952827943175
E13,0.040685632853135,-0.025656582798508385,-0.1413242665171996,0.03203900034783846,-0.035323821856720894,-0.10948793462729432,-0.0003038889712421892,0.2243946120036362,0.11819759069137996,0.002758958722708657,0.15292665572460168,-0.07111878929238727,0.06625704199026197,-0.1303941478388913,-0.08388442959890766,0.10967470901000959,-0.03209132925512515,0.05313197451029258,-0.03231806881995959,0.0823557830905265,0.1806831944357067,0.10968264982919419,0.09164865833151263,0.22152007267580118,0.13756685322911064,0.0640303847652976,0.1314913531136803,1.0,0.11170392501185278,0.06330887879374959,0.19510518026314375,0.2590250098491913,-0.02696621675703795,0.1330951389221572,-0.017502647560106787,-0.07098609426007575,0.17247581517925326,0.18269838670526578,0.1269226656828185,0.19042920983597436,0.09870962903417892,0.028375968195868635,0.04018929780071551,0.09563894789326666,0.14637532288012758,-0.2267965213391946,-0.1236342985859674,0.007736785042287412,0.07582046551658858,-0.12848431437462265,0.18353948066479495,0.12434624461776624,0.16232515130429995,0.07945101709626347,0.11887027700919331,0.007585395895602613,0.05037226215344796,-0.12796573076126858,0.04240984545371277,0.041154591133276554
E14,0.12496696229222355,0.28173003141408665,0.15068845408967985,0.3031740517416,0.1768902110622669,0.35355172631971227,0.09782410644918428,0.10972933459856411,0.11941496192489351,0.08942156698144965,0.2078427070921314,0.12727363445457932,0.07356408301545238,-0.1807076171517579,0.1315579461526333,0.11956778890995004,0.0362098092938486,-0.05816635723543412,0.05264297597028851,0.1386934838433769,0.1766118246340747,0.3875985262585227,0.1605521905195168,-0.005420788123515936,0.31156352345637156,0.31790277582825155,0.4120788570547255,0.11170392501185278,1.0,0.555197096230678,0.275250498104083,0.2966088030452666,0.16110446089483516,0.14505887592525546,0.09977971898630546,0.22526116863357395,0.2870430401661168,0.041355039718019786,0.2524973089383972,0.28842308016155543,0.3481435756000787,0.23708123444783605,0.21713596745488464,0.1733096229840205,0.28852600251529104,0.06668562913167587,0.286263778507886,0.17525673848235473,0.11005861859482707,0.1007559155683401,0.17473747611033824,0.17747577517241725,0.14950862889881725,0.19148369368999635,0.12335435512736123,0.1866637696914385,0.16682223069494423,-0.03310101932420214,0.07016478919727219,0.28369414947650284
E15,-0.11820889035945403,0.08825813433958268,0.14224753741939908,0.12191700480115088,0.11021798120792117,0.24676323227210542,0.09233698409829648,-0.10417867829449634,0.10930004462692583,0.07042695641594189,0.18444353644526515,0.08682340096316851,0.030591866012246994,-0.0013051353227913698,0.12360509698588883,0.14522210584639514,-0.18296391889817482,-0.17497019672511088,0.07445982611492674,0.21836502097094362,0.11985565462547744,0.3682920928338234,0.2949317777969541,0.05696892030890431,0.4182686580167919,0.4046992319337703,0.30731905977477825,0.06330887879374959,0.555197096230678,1.0,0.21798708887666782,0.08378610145509102,0.17897503565627737,0.15665004369237884,0.1159487982413628,0.27585358652542585,0.41211290018766433,0.22353955083220778,0.298564910708954,0.1917256996164919,0.3582006769191178,0.1510214162812611,0.0798788955793612,0.24346405625921969,0.31636212590975615,0.22016690600431488,0.4185958302120988,0.30825135258047326,0.16017492172366374,0.29932979832361245,0.20066681113346652,0.2647049984928828,0.21493986698845896,0.19216104375013326,0.11873027043226196,0.27513213483780186,0.3219564959250609,0.11468742652790972,0.3311365732329813,0.40756750899990707
S01,-0.03407674449913764,0.14782807524751135,0.03170846954419294,0.1355036777906764,0.03344906608960249,0.005146094866012517,0.23129138694973736,0.03581859263074773,0.10610309842143056,0.20782975368782897,0.24150585669498442,0.16138038841654115,0.10965715031812469,0.043226287644143845,-0.037307790621507644,-0.041983066950745385,0.02609233042873266,-0.07227290603325905,-0.018635004431523713,-0.005117312298268008,0.08961504289256449,0.28744379001698117,0.1993312397345661,0.21853335952369574,0.12837204169467575,0.254922203790965,0.230312317792905,0.19510518026314375,0.275250498104083,0.21798708887666782,1.0,0.3850244202173145,0.47817021015290884,0.2710121892225431,0.21565789982231534,0.20122290173025575,0.2986732450903121,0.30282584778996763,0.3355437041447918,0.220484801685886,0.23953349651821293,0.32795865283054343,0.14103100569179183,0.4480971050379556,0.3686303697031116,0.17166050868014934,0.20165958794067024,0.19626899662797045,0.12467467972321979,0.10905463061921301,0.2274478385022177,0.2727987840093556,0.16249611263201144,0.20832141202918958,0.14087673182165603,0.21105514817550602,0.2511908972361277,0.18245354168263095,0.11740070748203014,0.19481400700415835
S02,-0.013224528444285441,0.07623968235406678,0.2461339455033351,0.11148568324070665,-0.044254792117003144,-0.010178875592704082,0.16878078747643588,-0.009449666303982043,0.18220516671675765,0.2267008494751811,0.12985176047815908,0.11028336491795424,0.0662995271840897,0.019639939909613824,0.024028759776295306,0.07565136645485435,0.1003999423606626,0.0005355253938764929,-0.07957278342636595,0.08436954265784671,0.007300259333192776,0.27312428391388377,0.08878402108904393,0.3250964999375382,0.15495022099872288,0.25528833207596213,0.2003686820264211,0.2590250098491913,0.2966088030452666,0.08378610145509102,0.3850244202173145,1.0,0.3321241331432066,0.43196499361420093,0.08129874836382699,0.34837598371438544,0.08299849229639782,0.29478636799242075,0.3596370099721002,0.2997821589862021,0.18092266372065288,0.38056986877419813,0.3171076451454187,0.25121151259262015,0.423323299799949,-0.08609825154625222,0.12460063817163672,0.16421409168190615,0.26947225638370764,0.21903295330263772,0.11230543786429589,0.23591022984607724,0.26924301904215525,0.17340203858429537,0.42838213997627117,0.09193229101369284,0.2551218739121935,0.08543758304915394,0.08934736454911686,0.25196762038391396
S03,-0.022729900120174045,0.12907788971046966,-0.03586543419909175,0.16964427445394314,0.11656827667727679,0.1016452360854064,0.19757781774471467,0.016716413741522305,0.03210285593291856,0.2236207130038613,0.2758248368290747,0.17810749150988758,0.13861221547378322,0.04114937849533361,0.02321674338023081,0.10406807469144891,-0.19551650424400535,-0.12060447087388945,0.16687112138619634,0.032971700336856334,-0.09517641299636696,0.2499627230704286,-0.06281297284614892,0.2475309906638363,0.09625246926224267,0.20020183106695927,0.2755768090757284,-0.02696621675703795,0.16110446089483516,0.17897503565627737,0.47817021015290884,0.3321241331432066,1.0,0.4038098193875608,0.12128696859988902,0.29256536744642553,0.18480965527899418,0.12774505197803507,0.42210047545599566,0.227219568029835,0.2104843232161864,0.35558288518253545,0.3926149195394892,0.3638767551168379,0.3187736653764935,0.33825980418653084,0.139444233514028,0.38682970798829797,0.18919710500114484,0.2951237517837382,0.25351999872866693,0.2766553307215101,0.17004820750343502,0.10738014763291884,0.2751293230479778,0.33666311514890596,0.2122274647090569,0.20187718077403993,0.12078944307583336,0.25437092055256133
S04,-0.21587923842171308,0.03154692495874244,0.09262511795156537,0.01497694374443887,-0.013459407480523934,0.18980434662927712,0.10533004930634085,0.02886739282814593,-0.0237438733920098,0.14986136527250143,0.3061930911573918,0.2595964705608404,0.06929604410049083,0.07336353303554155,-0.05201055083819297,0.1085092884441604,0.055715464310555116,-0.1708134476281085,0.06733159463556579,0.009874861500371352,0.13866770884041474,0.1701733867672291,-0.006707058223611507,0.16302736973485474,0.1054134960876256,0.06781907847997458,0.21801401663197514,0.1330951389221572,0.14505887592525546,0.15665004369237884,0.2710121892225431,0.43196499361420093,0.4038098193875608,1.0,0.24242250683758348,0.263895420546785,0.14339646934826375,0.20960986571457146,0.3589234005278961,0.3026983010301058,0.11391004977336763,0.36889676362642393,0.2852466731223695,0.39435282459279086,0.16766075693716664,0.042934872672431165,0.06655327418190302,0.24006032658480259,0.19912899037234785,0.3575341947984626,0.07001760735488453,0.26924856174357215,0.1695725211056206,0.2185872787490844,0.26619832809128724,0.09937400477376303,0.12406129543138596,0.2444132770228581,0.1567834421924487,0.33040844313580214
S05,-0.13819932262527715,-0.00280833825182149,0.19259273514204875,-0.034813845374543406,0.24743588843297434,0.04971167204985747,-0.020755579803403566,0.11580514779233941,-0.14916468793710297,0.5474598884899124,0.35213062316318977,0.38638650433952904,0.19112427402153664,0.2869568353335237,0.07959292494275878,-0.01143511626538458,0.01477786092109295,-0.2379076648159751,-0.04459494884234287,0.185194821525902,-0.03843167087583357,0.13310906313222912,0.0025474094497940454,0.11381335242245336,0.2869677637312832,0.26272234638183534,0.080822738156521,-0.017502647560106787,0.09977971898630546,0.1159487982413628,0.21565789982231534,0.08129874836382699,0.12128696859988902,0.24242250683758348,1.0,0.2186880520422825,0.23328350802935177,0.13640371966690926,0.23537701649484152,0.033868548480097474,0.15768733282267275,0.17721544914461893,0.14913918441025015,0.298935642950691,0.10408523319165752,0.11155545819530552,0.07253292134826474,0.06853411281242645,0.1690910236452799,0.13703492848212123,0.2191180951687621,0.10133681472175139,0.06947246244621441,0.25493216224895615,0.16462364297446686,0.15720253756140998,0.2613078907548664,0.3117425029611914,0.1392001322597118,0.2067513222768634
S06,-0.07270069726600495,0.056769384169902855,0.09203574583514547,0.0010882451384059417,0.19949157218068406,0.11635600363823191,0.20356332550324865,-0.04388655942160855,-0.05474475334812262,0.15870083476910404,0.16333815693687503,0.12909576796401376,0.2812890830765574,0.0989432864294354,0.12527901259863566,0.21962556152684246,-0.15426931755984513,-0.26032967335051266,0.20457532337348633,0.2960665791829971,0.06900928050705123,0.4021406867919183,0.1771383271317059,0.041178711467155515,0.3963513436153727,0.3825341549961386,0.19459663016982343,-0.07098609426007575,0.22526116863357395,0.27585358652542585,0.20122290173025575,0.34837598371438544,0.29256536744642553,0.263895420546785,0.2186880520422825,1.0,0.3104294611164381,0.11797815553102177,0.4988351216888095,0.2274784002288246,0.32021839632886395,0.2081248456679311,0.27534957179115166,0.27519457568218525,0.3283333096442962,0.3625650040225732,0.31749683462427347,0.2502213961516753,0.3498528887471437,0.34305399775783124,0.29106247824787757,0.4052720311734418,0.45205743487354405,0.33660528941135576,0.45610814374352643,0.3792569006322139,0.3550423801047298,0.35543725517987823,0.36949196446320787,0.2709011647825254
S07,0.05031917401473209,0.14947614668926007,0.07950939755766978,-0.011028423058764324,0.25825288740663216,0.36605205479533015,0.29893445581574957,0.10803645453222387,0.05409284697444832,0.07652780747025661,0.19861283055355797,0.09296366507212962,-0.07132343686606742,-0.003630464538390442,0.14399136027749987,0.31116656971304346,-0.2157866686407047,-0.18950697500283487,0.017043517928231777,0.2521646758365091,0.2021375387258029,0.16429614790634572,0.16919128983847112,0.07210915112834582,0.27654019776804495,0.36983344183212213,0.30169911257542975,0.17247581517925326,0.2870430401661168,0.41211290018766433,0.2986732450903121,0.08299849229639782,0.18480965527899418,0.14339646934826375,0.23328350802935177,0.3104294611164381,1.0,0.06681234888402914,0.4861525401536585,0.2102694995042789,0.34330080967861,0.25132708303677265,0.24996420090632113,0.3041298618379186,0.37987731936908786,0.34386480976205264,0.3849208805544028,0.25759110168550614,0.3971547018964132,0.34275207440395405,0.3260205114730689,0.3334564211141613,0.2415092917356142,0.2820800809158471,0.2596402145504898,0.29658994960845775,0.42054720246772515,0.2930665261958469,0.3739616748418065,0.344362918632944
S08,0.05521889395303613,0.16543730729647987,0.1711751181587275,-0.15838592757485095,-0.03322805594872976,-0.0919352061193087,0.22501608760560513,0.08737268419984022,0.2512008957443711,0.12928919641252706,0.21224463150461242,0.07768229886446483,0.20519993843638404,0.11974171048921531,0.028019969852861593,-0.037373663438290315,0.08460624649035965,-0.1060990851420525,0.015487126914414343,0.09097608276351077,0.07790722561289005,0.11334455090295788,0.16654988299868767,0.21848950815825188,0.012529624808513431,0.29298837194852745,0.1247816063589367,0.18269838670526578,0.041355039718019786,0.22353955083220778,0.30282584778996763,0.29478636799242075,0.12774505197803507,0.20960986571457146,0.13640371966690926,0.11797815553102177,0.06681234888402914,1.0,0.30709156644228963,0.12872623434901373,0.15501078591520484,0.2562673737062116,0.01660807508994085,0.2381859643646383,0.19966875126748931,-0.0029786122028321277,0.12458995242163971,0.10068261996701587,-0.04423668791343255,0.20358307451252708,-0.01781207988385936,0.16970977967848047,0.10471509772595987,0.08150044332840987,0.24314538565709626,0.0636541726176918,0.07359300599109048,0.04659027020482911,0.14196280988451762,0.20797235332933997
S09,-0.08884914593523471,0.12282586901636895,0.14729062908970667,0.11557202313772734,0.09559325007753108,0.0968713186555154,0.2795434716310875,0.0888693683365301,0.10982006965048129,0.14734366975580876,0.38878391446026217,0.18196089882852015,0.06247825022024544,0.18837757846204428,0.14049513733841848,0.16678615731561386,-0.1947645822999408,-0.29907804022955153,0.17059600628875132,0.2246332062468145,0.10826959374740112,0.37943017482159236,0.12640596779862837,0.15693645880559529,0.31882777137358187,0.37334769220776204,0.24334111391993166,0.1269226656828185,0.2524973089383972,0.298564910708954,0.3355437041447918,0.3596370099721002,0.42210047545599566,0.3589234005278961,0.23537701649484152,0.4988351216888095,0.4861525401536585,0.30709156644228963,1.0,0.2671251869401114,0.48374575749062354,0.3821395099505851,0.45415288964744654,0.5176951456469693,0.42341188670490654,0.21409607909851602,0.29178897334922826,0.47647759001743684,0.3954104773407391,0.3001946704585598,0.3135949776639342,0.379014122803935,0.27114173729718316,0.4240851288402717,0.4166639941121655,0.4037838132611681,0.37620787749953033,0.3874601487117071,0.4333746216512559,0.3129491248760835
S10,0.005877920925057657,-0.08181678500552292,0.09750793777344251,0.09721357823411318,0.24028985773822176,0.1836635696412877,0.27749375268879434,0.15297541067105805,0.23879522808450543,0.17971598522766655,0.3960538581330232,0.1880775668454516,0.20177607534616357,0.19148857737278807,0.14854607660866676,-0.030735365763533227,-0.06929707877008036,-0.0760679029873002,-0.011192729035104449,0.1500288954779248,0.3939849266435431,0.2365283334584807,0.08245036804760901,0.10477474843819028,0.17936785335494201,0.2683809035858126,0.23630003799915683,0.19042920983597436,0.28842308016155543,0.1917256996164919,0.220484801685886,0.2997821589862021,0.227219568029835,0.3026983010301058,0.033868548480097474,0.2274784002288246,0.2102694995042789,0.12872623434901373,0.2671251869401114,1.0,0.30779935189334007,0.409317316450986,0.3958990785773689,0.3078348285624698,0.24780074730557058,0.2032517693738596,0.222030938192997,0.12022869926279804,0.3334982578842387,0.15108040425773442,0.2277886986073189,0.2620010094907875,0.3968801855863346,0.20522864360442813,0.30445947645831833,0.393068867142299,0.13014896294099865,0.14509723925450713,0.18998416765258677,0.4022630977826519
S11,0.04995395316801443,-0.03745074786605778,0.1482561118122607,0.004522686323002849,0.3347194992213716,0.01516265153532004,0.0729237958057802,-0.00790532486198642,0.15223400083490285,0.0859952266176877,0.2393315399979914,0.1399790815342689,0.14912295540490814,-0.11206654134195478,0.18866549309979125,0.2031498562844805,-0.19917836058143004,-0.20566515501409918,0.14603782475464633,0.2230731366352968,0.050853490492661996,0.3941230070451639,0.08119486538193293,0.14044528357664726,0.3740778535923339,0.4509917996132394,0.2193161860106466,0.09870962903417892,0.3481435756000787,0.3582006769191178,0.23953349651821293,0.18092266372065288,0.2104843232161864,0.11391004977336763,0.15768733282267275,0.32021839632886395,0.34330080967861,0.15501078591520484,0.48374575749062354,0.30779935189334007,1.0,0.3193774123375791,0.35150470961051944,0.33598285312985,0.2556843338982729,0.18276310469269683,0.24339795257536193,0.16876312124869974,0.2514026845392095,0.30277600637312585,0.4998544056809194,0.4208444741236331,0.3534431343391325,0.3116185156485092,0.1636080521282725,0.2421511614474489,0.2991357618866568,0.23622512277728253,0.4129741383533898,0.355305479257628
S12,0.08238532036276536,0.1371772099842147,0.2284162780854477,0.15672147842183418,0.22648100036870603,0.19892492592181027,0.24059635211975347,0.1584794393040256,0.23262589335838962,0.20698202205825286,0.31279107037820353,0.2338564107017654,0.11993935358007785,0.23785154974593406,-0.005444543908644391,0.10236425774694957,-0.06132367487988656,-0.21369113239203041,0.010688067066853782,0.15835829394428072,0.06431807287161742,0.16407191022143247,-0.049695613663997315,0.24203940980049843,0.27097994378436,0.21326748070912774,0.2786994782651824,0.028375968195868635,0.23708123444783605,0.1510214162812611,0.32795865283054343,0.38056986877419813,0.35558288518253545,0.36889676362642393,0.17721544914461893,0.2081248456679311,0.25132708303677265,0.2562673737062116,0.3821395099505851,0.409317316450986,0.3193774123375791,1.0,0.2354820324940901,0.3485149587018093,0.32845789467433073,0.16930182186347598,0.23152998345180884,0.07723265328312881,0.12882885571921426,0.23188369697441621,0.10333345058150958,0.31363206461593574,0.2309424791327785,0.10492069749069985,0.2758151358108718,0.22980213662070165,0.1358211297497096,0.17862036670030665,0.09394826528351938,0.33893873087181026
S13,-0.11793744947110713,0.1387978851422576,0.08277627770776928,0.28757601352278267,0.22846835072482238,0.28749908581195327,0.22053812514611706,0.10841786485971429,0.05351145610301304,0.13473035735220146,0.31869147864127567,0.4237249549280872,0.2958772209662032,0.1351441308099547,0.2185314423724176,0.09260135963453608,-0.1255823401804401,-0.2159840980445918,0.12867234865541968,0.13257198358122924,0.11548760414945387,0.2644388611000096,-0.011475596760984919,0.10605261394645095,0.3286456906046157,0.23881150497877288,0.32392753573198757,0.04018929780071551,0.21713596745488464,0.0798788955793612,0.14103100569179183,0.3171076451454187,0.3926149195394892,0.2852466731223695,0.14913918441025015,0.27534957179115166,0.24996420090632113,0.01660807508994085,0.45415288964744654,0.3958990785773689,0.35150470961051944,0.2354820324940901,1.0,0.4646918985374182,0.37897010446203433,0.16507229038621338,0.17613255942089487,0.43808214078385427,0.35452797063714986,0.15720838408971718,0.2733801123018364,0.23381233475529684,0.3975599067128701,0.2830946432371707,0.5152574875661995,0.2867460080896741,0.334352478944701,0.2856622095062708,0.3642189217730985,0.32901746928045916
S14,-0.10169869354166572,0.1809906447317685,0.10098578842470723,0.16386181270753714,0.06951813264310666,0.171527783488694,0.2560521219187826,-0.04890131910281085,-0.054192370739295184,0.19920104678019174,0.48499676835860434,0.33139477967420716,0.2052763633187495,0.1702362690442702,0.2977854195454869,0.0471292535338269,-0.15433972937519105,-0.2443042711235405,0.1599930293382358,0.019487719008419203,0.14228303603885073,0.3432135132768936,0.2911044190620894,0.177769644984484,0.3530210910654179,0.27169735036205483,0.302011472673959,0.09563894789326666,0.1733096229840205,0.24346405625921969,0.4480971050379556,0.25121151259262015,0.3638767551168379,0.39435282459279086,0.298935642950691,0.27519457568218525,0.3041298618379186,0.2381859643646383,0.5176951456469693,0.3078348285624698,0.33598285312985,0.3485149587018093,0.4646918985374182,1.0,0.44855568126855494,0.1617405614693344,0.2235663612749855,0.3328789946399438,0.21509221309354018,0.3309703985674399,0.33999587587611774,0.38400773375066255,0.3706969771905031,0.47043608801723213,0.3663340933390453,0.21646107680406676,0.4174382425372944,0.47204880799938137,0.3666124317364691,0.38199853476896184
S15,0.09895916148862778,0.2676258501672505,0.19507565714175032,0.21468736742960523,0.23014318449143245,0.12472586023015382,0.2321528977609885,0.05419596611595564,0.047907437874247,0.18535627520182804,0.2213009099877872,0.17307114828748518,0.0506833226134079,-0.03749741333156854,0.3291419727190526,0.12475450686353103,-0.13824523997419222,0.06084451453949107,0.04517209994835863,-0.028612150929946473,0.016648725453907328,0.2540326874917885,0.23131419295433941,0.19110049450505476,0.25938803588081344,0.18486249114326592,0.2213930037784446,0.14637532288012758,0.28852600251529104,0.31636212590975615,0.3686303697031116,0.423323299799949,0.3187736653764935,0.16766075693716664,0.10408523319165752,0.3283333096442962,0.37987731936908786,0.19966875126748931,0.42341188670490654,0.24780074730557058,0.2556843338982729,0.32845789467433073,0.37897010446203433,0.44855568126855494,1.0,0.13031861935264247,0.299710285299355,0.3731059907332063,0.32194951977932196,0.23655374130653112,0.37643309417390397,0.2347573673611841,0.37868581253808026,0.28050397425692747,0.41344780386397406,0.2998577751244687,0.470255703655987,0.19261004787247848,0.21779595666896598,0.2978191346901619
